Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10
70HO1160,COMESTAR MAGNET-ET,23HO0453,LUTZ-MEADOWS E MANDEL-ET,5757129,COMESTAR LAURANA RAIDER-ET,,,,
73HO1225,COMESTAR STACHNY ET,29HO2851,S-W-D VALIANT,3628269,ELYSA ANTHONY LEA,,,,
11HO3676,CONANT-ACRES BS STERLING-ET,7HO1897,TO-MAR BLACKSTAR-ET,12854770,VT-BORDERLINE C MARK SWEET,,,,
11HO1859,CONANT-ACRES ROTATE BOND-ET,7HO1118,ARLINDA ROTATE,10617861,GLENDA BALLET DANCER-ET,,,,
11HO1858,CONANT-ACRES TATE DALTON-ET,7HO1118,ARLINDA ROTATE,10817244,CONANT-ACRES PENSTAR DAMSEL-ET,,,,
71HO0931,CONANT-ACRES-JY BROKER-ET,29HO2851,S-W-D VALIANT,9313810,SWAMPY-HOLLOW ELEVATION SWEET,,,,
11HO1937,CONANT-ACRES-JY-CW ABE-ET,7HO0543,CARLIN-M IVANHOE BELL,9886873,JUNIPER-MIST ARLINDA AMANDA,,,,
73HO1244,CONANT-ACRES-KINGSTON-ET,7HO0980,WALKWAY CHIEF MARK,11379345,NEELY-FARMS MARSHFIELD KENDRA,,,,
29HO7642,COOL-LAWN ILLUMINATOR-ET,1HO0414,TESK-HOLM VALIANT ROCKIE,14132641,RAMBLIN-ON MICHEAL JAMBOREE,,,,
11HO3708,CORLEE NEDRA AEROSTAR BONUS,39HO0246,MADAWASKA AEROSTAR,13073301,ARINAS NEDRA,,,,
7HO0877,COR-VEL ENCHANTMENT,7HO0477,GLENDELL ARLINDA CHIEF,8396303,STERK CHIEF HELEN,,,,
14HO3213,CORYDON AERO GERARD,39HO0453,OLIVEHOLME AEROLINE-TW-ET,15013264,CHASIN-RAINBOWS M GRAPE-ET,,,,
73HO0629,COTOPIERRE PATRON,7HO0195,WAPA ARLINDA CONDUCTOR,2767454,MYRTLEVILLE PATRICIA,,,,
11HO0172,COUNTRY HOME ASTRO KING,40HO0096,PACLAMAR ASTRONAUT,6934166,COUNTRY ULTIMATE KATYDID,,,,
9HO2608,COYNE-FARMS BENEDICT-ET,70HO0461,RONNYBROOK PRELUDE-ET,12876116,COYNE-FARMS NED BLAZE-ET,,,,
14HO1610,CRACIN ROY,11HO1479,LEKKER VALIANT ROYALTY,11221808,LEKKER TRADITION CREAM-ET,,,,
71HO1220,CRAIGCREST DREAMSTAR,7HO1897,TO-MAR BLACKSTAR-ET,,CRAIGCREST C M DIXIE DEE ET,,,,
11HO3822,CRESCENTMEAD MAJESTI-ET,23HO0275,EXRANCO THOR,12319284,CRESCENTMEAD ROTATE AMANDA,,,,
1HO4750,CRESCENTMEAD MOSS-RED-ET,29HO0715,MR HURL-TREE MOMENTUM-RED-ET,13250167,CRESCENTMEAD ENHANC MARTHA,,,,
1HO1222,CURRIES-M HOLIDAY-ET,9HO0719,WHITTIER-FARMS NED BOY,10494902,WILLMONT VALIANT FRIDAY-ET,,,,
1255986,CURTISDALE PRINCE ORMSBY,1093537,CURTISDALE ORMSBY PRINCE,3164456,CURTISDALE ORMSBY PEARL,,,,
1HO1333,CURTMAID EMERALD TARGET,29HO5160,ARLINDA CARL-TWIN,11039415,RIPVALLEY NA BELL TAMMY-ET,,,,
100HO1903,CYPRESS-HILL LABAN-ET,7HO0401,MARSHFIELD ELEVATION TONY,11140524,VAN-VLIET DELIGHTFUL LONI,,,,
73HO0802,D&S VALIANT DOUGLAS,29HO2851,S-W-D VALIANT,8385303,D&S ELEVATION APRIL,,,,
21HO0380,DAB MONITOR FROST,29HO1869,FLEETRIDGE MONITOR,7655457,LYNEA ADMIRAL FLORRY FROSTY,,,,
2323-16,DAIMON,,100%HF,,100%HF,,,,
71HO0941,DAIRYDALE STINGRAY,73HO0431,HANOVERHILL STARBUCK,3197576,DAIRYDALE ECHO CHRISTIE,,,,
990151041,DALE PRIDE FOBES FRISKY,40HO2025,PAWNEE FARM ARLINDA CHIEF,,HOST. FOBES PACLAMAR,,,,
62309,DALESEND CASCADE,288790,ROYBROOK TELSTAR,,KNOEPFLI PERFECTA TWINKLE EX,,,,
9HO0588,DANDY-LEA BICENTENNIAL BART,29HO1962,POLYTECHNIC BLACK BART,8570504,DANDY-LEA LUCINDA,,,,
3588001281,DANNIX,7HO0980,WALKWAY CHIEF MARK,11228295,BROWNSON BEL ALICIA,,,,
0388105801,DARLING,1881107917,SEDUISANT,0382100561,TULEPE,,,,
8588100144,DEFI,7177108201,NAPOLEON,8581111602,SABINE,,,,
11HO4544,DE-KA-ACRES MANDEL EDWIN-ET,23HO0453,LUTZ-MEADOWS E MANDEL-ET,14189172,ROCKY-VU ELTON EDNA ELI-ET,,,,
73HO0885,DELA PRESENTATION TICKET,9HO0584,CAL-CLARK BOARD CHAIRMAN,3181513,DE LA PRESSENTATION TRINA,,,,
14HO0386,DEL-FAWN REG APPLE THUNDER,7HO0058,ROUND OAK RAG APPLE ELEVATION,6452596,COCHRAN SUNSHINE LILY,,,,
7988103119,DELICAT,5886107658,BEAUPRINCE,7984101513,VITESSE,,,,
7188118405,DELICE,8981100361,SOLIDE,7185121103,ACTRICE,,,,
11HO2235,DEN-K KIRK BOY,3HO0393,HEINDEL K C KIRK JUPITER,9490228,WILLOLEA SATELLITE CANDY,,,,
8588106669,DERISOIRE,1881107917,SEDUISANT,8581105917,SEDUISANTE,,,,
7188136206,DESMOULINS,5882114073,TANGO,2185100704,ALINE,,,,
11HO4311,DE-SU LUKE CASINO-ET,11HO3073,NORRIELAKE CLEITUS LUKE-TW,14073411,DE-SU BLACKSTAR CAITLYN,,,,
14HO1442,DE-SU SECRET JETSON TOP GUN,1HO0406,THONYMA SECRET,12652952,DE-SU JETSON CASSANDRA-ET,,,,
70HO0221,DEVON COUNT ROCKMAN,70HO0106,SEILING ROCMAN,2337075,DEVON ROSY CLASSIC,,,,
7HO0821,DIAMOND-S KINGMAN,14HO0166,SUNNYSIDE STANDOUT-TWIN,7123030,DIAMOND-S KINGPIN MAGGIE,,,,
15HO0157,DIAMOND-S PIETJE STANDOUT,14HO0166,SUNNYSIDE STANDOUT-TWIN,6491210,DIAMOND S KNIGHT PIETJE,,,,
29HO8030,DIAMOND-W PRE ROB-ET,70HO0461,RONNYBROOK PRELUDE-ET,14733530,POTTERS-FIELD MCOT ROBIN-ET,,,,
7HO4149,DIAMOND-W WIND KADDY-ETS,29HO5296,SOUTHWIND BELL OF BAR-LEE,13384850,KAN-TWO CLEITUS KRUNCH-ET,,,,
0388108206,DICAUD,7986101837,BAZAR,0385117335,AMARANTE,,,,
DIDAD,DIDAD,52300/16,DISKO,6514,REDAD,,,,
14HO1886,DINOMI MELWOOD TOUCH,29HO5730,ARLINDA MELWOOD-ET,13455752,DINOMI TESK TULIP,,,,
53165,DIRELLO,52300/16,DISKO,7835922,HERZL,,,,
29HO9045,DIRIGO JACOB-ET,29HO6995,PEN-COL DUSTER-ET,14446658,DIRIGO-LEBLANC JULIET-ET,,,,
122HO1342,DIRIGO JEVON-ET,29HO6995,PEN-COL DUSTER-ET,14446658,DIRIGO-LEBLANCE JULIET-ET,,,,
52300/16,DISKO,19767/01,DIEBACH,8394607,RITTA,,,,
7188125150,DIVOIRE,4280104708,RIVOIRE,7186107463,BATAILLE,,,,
11HO4400,DIXIE-LEE AARON-ET,11HO3073,NORRIELAKE CLEITUS LUKE-TW,14889171,DIXIE-LEE ASPEN-ET,,,,
11HO5672,DIXIE-LEE DESTIN-ET,29HO6995,PEN-COL DUSTER-ET,15855293,DIXIE-LEE ANNETTE-ET,,,,
9HO1026,DIXIE-LEE JET SUPREMACY-ET,9HO0580,BROWNCROFT JETSON,10109053,Y-BROOKSIDE CHAIRMAN 107,,,,
29HO6706,DIXIE-LEE LIMOUSINE-ET,29HO5562,LAR-LIN BELL HILTON-ET,12680090,DIXIE-LEE ROTATE LACEY-ET,,,,
29HO6551,DIXIE-LEE LINGUIST-ET,100HO1903,CYPRESS-HILL LABAN-ET,12680078,DIXE-LEE ROTATE LINDA-ET,,,,
P548,DIXIE-LEE NED BOY-ET,9HO0719,WHITTIER-FARMS NED BOY,11140524,VAN-VLIET DELIGHTFUL LONI,,,,
7HO0826,DIXIE-LEE UNIQUE,40HO2025,PAWNEE FARM ARLINDA CHIEF,8799699,ECRASO RORA ELEVATION LULU,,,,
9HO1877,DOLLY-VARDEN TESK FRANCO-ET,1HO0414,TESK-HOLM VALIANT ROCKIE,12906374,PLUSHANSKI NED BOY FARR-ET,,,,
29HO1853,DON AUGUR MOTHERMARTHAS PRIDE,11HO0001,CARNATION ROYAL MASTER,3692153,AMITY DAUNTLESS MARTHA,,,,
29HO3098,DONACRES DYNAMO-TWIN,29HO1869,FLEETRIDGE MONITOR,7310349,DONACRES JEM PRINCE CHIEF-T,,,,
5888113293,DONIZETTI,7168111004,DONALD,5877106117,NOBLESSE,,,,
29HO10086,DON-LIN-SONS FRED TAUREAN,7HO4482,MARGENE BLACKSTAR FRED,15527118,DON-LIN-SONS ELT TWEETIE-ET,,,,
70HO0447,DONNANDALE SKYCHIEF-ET,7HO0980,WALKWAY CHIEF MARK,3445670,WONDERLAND SHEIK PAM,,,,
5188044984,DOPPER,11HO1479,LEKKER VALIANT ROYALTY,11426632,OPPERMAN TRADITION VELVET,,,,
9HO0574,DORLOY MONITOR DINO,29HO1869,FLEETRIDGE MONITOR,8470436,DORLOY ELEVATION DINA,,,,
7HO0754,DORLOY MONTIE-TWIN,29HO1869,FLEETRIDGE MONITOR,7065027,MAR-KAY FOND MOLLY,,,,
9HO0996,DORLOY PETE RANDY-ET,7HO0900,STRAIGHT-PINE ELEVATION PETE,9819077,DORLOY CHIEF RAQUEL,,,,
315196,DOWNALANE REASONER,70HO0106,SEILING ROCMAN,2097323,DOWNALANE FOND LASS,,,,
282293,DOWNALANE REFLECTION EMPEROR,267150,ROSAFE CITATION R,1325135,DOWNALANE ENSIGN EMPRESS,,,,
9HO1705,DREAM-0N HEROD-ET,8HO2024,ROTHROCK TRADITION LEADMAN,12821419,DREAM-ON MARK HAZEL,,,,
73HO1819,DROLIE LAMBADRO-ET,73HO0792,MEADOLAKE JUBILANT-ET,3928761,DROLIE ANTHONY NADIA,,,,
15HO0190,DROVERS-INN SUPER BLEND-TWIN,15HO0054,OSBORNDALE IVANHOE,6577860,SILVER LAKE KNIGHT LUCILLE,,,,
7HO0891,DUMBELLE MILU SPECULATION,40HO2119,MILU BETTY IVANHOE CHIEF,8667198,DUMBELLE ELEVATION LEDA,,,,
15FFD15,DUMBOY CONFIDENCE (FIDE)80581,73HO0281,CAL-CLARK CUTLASS,,ROBURN LINMACK JILLIAN,,,,
1HO0789,DUNCAN BLACK ROMEO-ET,7HO1897,TO-MAR BLACKSTAR-ET,12923948,DUNCAN NB ROXIE,,,,
29HO4491,DUNCAN GLEND CANDIDATE-TWIN,7HO0477,GLENDELL ARLINDA CHIEF,9286024,DUNCAN ELEVATION NANCY,,,,
7HO3192,DUNGA-BROOK MARK JETSTAR,7HO0980,WALKWAY CHIEF MARK,11043428,DUNGA-BROOK JETSTREAM JILL,,,,
28HO0516,DUPASQUIER WINDSTAR,28HO0205,DUREGAL ASTRE STARBUCK-ET,5027075,DUPASQUIER BLAC WINNIE-ET,,,,
73HO1363,DUPIERRE LYNX,73HO0577,STERK BL MARV ET,4177511,SONY LUZANNE ENHANCER ET,,,,
28HO0205,DUREGAL ASTRE STARBUCK-ET,73HO0431,HANOVERHILL STARBUCK,3637287,DUREGAL RIVALITY VALIANT-ET,,,,
29HO7673,EASTVIEW INFLUENCE MATTIE G,1HO2085,SINGING-BROOK N-B MASCOT-ET,14115091,EASTVIEW BLAK M MATTIE G-ET,,,,
CR1127X,EBYDALE ARISTROCRA,1HO0104,IDEAL FURY REFLECTOR,2652968,EBYDALE EMPEROR ROSAMOND,,,,
8589101238,EDITION,8584103010,VISITEUR,8583101361,URSULA,,,,
73HO0426,EDWARDALE PATRICK KLONDIKE,73HO0126,INGHOLM KLONDIKE,2626444,EDWARDALE AMITY LASSIE KING,,,,
7242,EGER,32894,EGMONT,3420,SATTLER,,,,
26662,EGMAN,32894,EGMONT,19461,HASSAN,,,,
AB309,EJL GIGANTE 309,881,MR V8 OF LSU8,491/1-491/1,MISS ENCINO,,,,
11HO2703,EL-A-RAY B C DIRECTION-ET,9HO0584,CAL-CLARK BOARD CHAIRMAN,8803371,EL-A-RAY ELEVATION DOREEN,,,,
11HO5246,ELITES-JSJ BRADY-ET,73HO1965,STARMORE RUDOLPH-ET,15353101,ELITES-JSJ BLIZZARD-RED-ET,,,,
12FFUD2,ELMAR JAY JUMPER(JAYJUMP),73HO2194,CAERNAVON JAY-ET,ANA,ANIMAL NOT AVAILABLE,,,,
11HO4960,ELMBRINK EMPIRE-ET,11HO3505,ROCKY-VU EMPEROR-ET,15604582,MISS ELMBRINK LUKE JOSEY-ET,,,,
70HO0385,ELMCROFT STARMAKER,71HO0639,AJAY STARLITE SIDNEY,3197583,DONELG KAY SENATOR,,,,
29HO3201,ELM-NOR-WAY EMPERIAL ART,14HO0213,KEL-B IMPERIAL TRIUNE,7141568,GLENDELL NED RUTH,,,,
29HO7052,EL-PINE GLOW COHORT-ET,9HO1173,CAMANO-ISLAND BOVA GLOW-ET,12824850,EL-PINE BELL BEAUTY CORRY,,,,
29HO5824,ELUSIVE ROTATE DUKE-ET,7HO1118,ARLINDA ROTATE,11082940,BONWOOD VALIANT DREAM,,,,
P1022,ELV ORIGINATOR CHRISTOPHER-ET,76HO0045,BROWNDALE SIR CHRISTOPHER,2227639,ELV ORIGINATOR EVA,,,,
7HO3739,EMERALD-ACRES-SA TONIC-ET,1HO1464,BIS-MAY TRADITION CLEITUS,11039415,RIPVALLEY NA BELL TAMMY-ET,,,,
11HO4331,EMERALD-ACR-VR ADAM-ET,1HO1636,HEINZ LIBERTY-ET,14330541,EMERALD-ACRES-V-R ALIX-ET,,,,
7HO2236,EMPRISE BELL ELTON,7HO0543,CARLIN-M IVANHOE BELL,10248397,MONARCHIAL GLENDELL EFFIE,,,,
7HO4211,END-ROAD BLACKSTAR MAJIC-ET,7HO1897,TO-MAR BLACKSTAR-ET,12551048,END-ROAD MARK MICKEY,,,,
7HO4351,END-ROAD LEADMAN BARLO-ET,8HO2024,ROTHROCK TRADITION LEADMAN,13115719,END-ROAD ROYALTY BINGO,,,,
7HO0561,ENG-AMER CITATION FRANK,1HO0115,PACLAMAR CITATION M,6865637,RIVERCREST-ACRES KINGPIN FRAN,,,,
9HO0174,ENG-AMER IVANHOE JERRY,15HO0103,PENSTATE IVANHOE STAR,7057895,WHIPPOORWILL CITATION JERI,,,,
52444,EPLA,,EDDY,,IDA,,,,
E-PRIDE,E-PRIDE,PRELOODE,,ELKE,,,,,
4289102555,EPSOM,5887116022,COLIBRI,4286100010,BERESINA,,,,
7HO1827,ERIC-DEW QUIETCOVE MICHEAL,7HO0543,CARLIN-M IVANHOE BELL,10191243,MARS MARCY,,,,
11HO4914,ETAZON LUSTER-ET,97HO0003,528 ETAZON JIMTOWN-ET,14413085,SHADYCREST ELTON LORETTA,,,,
1HO0859,ETAZON MAGNUM-ET,1HO0414,TESK-HOLM VALIANT ROCKIE,12677418,VALHALLA MARK MITZY-ET,,,,
50-351,ETAZON MALAGA,7HO1897,TO-MAR BLACKSTAR-ET,12951348,HIGH-SIGHTS ROTATE LILY-ET,,,,
50-1450,ETAZON PROFEET(97HO0059),9HO1293,IMPERIAL-C NB CURIOUS-ET,14675503,PLUSHANSKI LEADMAN FLUTE-ET,,,,
92201,ETAZON US DALTON,7HO1897,TO-MAR BLACKSTAR-ET,12905361,PEN-COL ROTATE DAZZLE-ET,,,,
92202,ETAZON US DAWSON,7HO1897,TO-MAR BLACKSTAR-ET,12905361,PEN-COL ROTATE DAZZLE-ET,,,,
1089100841,ETYMON,4280104708,RIVOIRE,4275100927,LILETTE,,,,
4989100013,EUREKA,8582101412,TREPIDENT,0381100785,SERIEUSE,,,,
12FFT15,EUREKA FILTRATE-IMP(FILTRATE),97HO0021,528 ETAZON LORD LILY-ET,ANA,ANIMAL NOT AVAILABLE,,,,
11HO4586,EVERNOOK ROEBUCK MAUCHO-MAN,14HO1114,PARADISE-R ROEBUCK,14900222,WEAV-LINA AEROSTAR MEL-ET,,,,
11HO2356,EXELS S-W-D EAGLE,29HO2851,S-W-D VALIANT,9020611,LOCH-LEE KNIGHT PAM,,,,
8589107714,EXEMPLE,8981100361,SOLIDE,8585109123,AUBEPINE,,,,
4289109102,EXQUIS,7177124201,NUPTIAL,4286102720,BRINDILLE,,,,
11HO1931,EXRANCO JAKE-ET,7HO0980,WALKWAY CHIEF MARK,10974906,GILTEX CARLIN M JOLLY,,,,
23HO0275,EXRANCO THOR,29HO2851,S-W-D VALIANT,9531104,EXRANCO KIRK THELMA,,,,
73HO0699,E-Z ACRES JIVE TALKER,7HO0900,STRAIGHT-PINE ELEVATION PETE,8949032,A E-Z-ACRES CHIEF JIVE,,,,
7HO1524,E-Z ACRES VALIANT DOMAIN,29HO2851,S-W-D VALIANT,8002354,E-Z-ACRES APOLLO DOT,,,,
14HO0641,E-Z-ACRES ASTRO JUPITER,3HO0689,BIS-MAY ASTRO JUPITER,7971403,E-Z-ACRES APOLLO JINX,,,,
71HO1057,FABULOUS IMPACT-ET,1HO1464,BIS-MAY TRADITION CLEITUS,9764845,HEIMDAL GLENDELL INKA,,,,
9HO0164,FAIR-HILL TRUST BUSTER,29HO1881,PACLAMAR BOOTMAKER,6026520,FAIR HILL TRUSTEE REVA,,,,
299855,FAIRLEA ROYAL MARK,260008,ROMANDALE REFLECTION MARQUIS,1214195,MALVOMA PABST ROYAL DUKE,,,,
2190100723,FAMEUX,5882114073,TANGO,2185100704,ALINE,,,,
14HO2632,FARNEAR EL ASHLY DIAMOND-ET,7HO2236,EMPRISE BELL ELTON,14002364,FARNEAR BS PAPOOSE ASHLY-ET,,,,
11HO5980,FAR-O-LA SHAMROCK-ET,7HO4637,LADYS-MANOR WINCHESTER-ET,17320391,REGANCREST DEBBIE-JO-ET,,,,
7HO2244,FAY-ARK MITY BELL-ET,7HO0543,CARLIN-M IVANHOE BELL,8729610,CLIFF-CREST ROUND-OAK MARGE,,,,
29HO8639,FAY-WEST ELT MILKYWAY-ET,7HO2236,EMPRISE BELL ELTON,14640539,HA-HO TESK MELINDA-ET,,,,
11HO1438,FGG JET ELEVATION ATLAS,9HO0107,ARLINDA JET STREAM-TWIN,9035414,FGG ELEVATION ALMA KINGPIN,,,,
7190109735,FICUS,4280104708,RIVOIRE,7183110722,UNIQUE,,,,
38-33977,FILON,5887119048,CONSTANTIN,3682100013,TAHITI,,,,
4490049988,FINISH MIC,7HO1827,ERIC-DEW QUIETCOVE MICHEAL,4525943,ROTATE JOLY,,,,
70HO0713,FIR-RIDGE B STAR GERALDO-ET,7HO1897,TO-MAR BLACKSTAR-ET,13415002,LA-HONDA MAMIE GALATEA,,,,
0390107171,FIRST,8582101412,TREPIDENT,0382063731,TATA,,,,
11HO5009,FISCHER-HGHTS CORONATION-ET,29HO6660,CMV MICA-ET,15562513,FISCHER-HEIGHTS ELTON CROWN,,,,
3HO0813,FISHERDALE STAR GROVE,7HO0058,ROUND OAK RAG APPLE ELEVATION,7314431,SHADY ASTRONAUT STAR,,,,
7HO1236,FISHER-PLACE MANDINGO-TWIN,29HO2851,S-W-D VALIANT,8219189,WAPA BOOTMAKER MANDY,,,,
9HO0660,FIVEBROOKS PISCES KIRK,3HO0393,HEINDEL K C KIRK JUPITER,8278036,FIVEBROOKS PATRICE ELEVATION,,,,
11HO1514,FIVE-TS BEAUTY ESCORT,29HO2851,S-W-D VALIANT,8110247,KOOI STAR BEAUTY,,,,
29HO1869,FLEETRIDGE MONITOR,15HO0054,OSBORNDALE IVANHOE,4511936,FLEETRIDGE PRIDEFUL MONA,,,,
70HO0150,FLINTSTONE ROYAL ADAM,299855,FAIRLEA ROYAL MARK,2571811,HALNOR EMPEROR EDNA,,,,
4005,FOLE,7HO0543,CARLIN-M IVANHOE BELL,34242-0553,SDM,,,,
7990100858,FONTARABIE,2183104345,URGO,7981100820,SEMIRAMIS,,,,
8690100259,FONTENAY,8588103870,DIAMANT,8685101904,ALOUETTE,,,,
8HO0856,FOUNTAIN-HILL R A ACHILLES,7HO0058,ROUND OAK RAG APPLE ELEVATION,7462185,FOUNTAIN-HILL ROCKET ADA,,,,
11HO1598,FRANCROFT KENNY-ET,7HO0543,CARLIN-M IVANHOE BELL,8479599,WHITTIER-FARMS ELEVATION KANDY,,,,
11HO0105,FRANLANE BLACK KNIGHT,24HO0108,POLYTECHNIC IMPERIAL KNIGHT,4174453,BLACKIE KAY HART GETTIE,,,,
9HO1351,FRIEND-LEA JOURNEY-ET,7HO0980,WALKWAY CHIEF MARK,11304480,WALEBE BELL JESSICA-ET,,,,
H371,FRONTIA SPIRIT TRADITION,23HO0206,SWEET-HAVEN TRADITION,,FRONTEA CRISTA MATT MADAME,,,,
0390115004,FRUGAL,7185117602,AMOUREUX,0380109303,RACHEL,,,,
4490045315,FRUTO STAR,7HO1897,TO-MAR BLACKSTAR-ET,11991519,DELLO,,,,
15FFK18,FUSTEAD BLACKSTAR BLASTOFF(LOFTY),7HO1897,TO-MAR BLACKSTAR-ET,12690404,NECTARLIN BILLIE BOB MARK,,,,
29SM0260,G MAN PCB1100930,137M,PATTERN S DESIGN,,LIBBY,,,,
81230,GAIRLOCH S SUPERIOR,73274,SEAWAY SUPERIOR,,,,,,
8591107457,GAMADOU,0385117465,AMADOU,8588103216,DUISANTE,,,,
52465,GARBO,,GARBER,,BETTINA,,,,
8591105891,GAUGUIN,7185119662,ABOUKIR,8582108915,TOMBOLA,,,,
8591101419,GEDEON,8584103010,VISITEUR,8583101361,URSULA,,,,
11HO1478,GEE-BAR-DEE VALIANT LANCER,29HO2851,S-W-D VALIANT,9402612,DIAMOND-S A ROCKET LADY,,,,
1891101481,GENK,8584104368,VIF,2178102945,OFFICINE,,,,
70HO0387,GEORGCHRIS ENTICER,73HO0332,GLENAFTON ENHANCER,3660832,GEORGCHRIS SHEIK PETULA,,,,
11HO2208,GERAN ELEVATION ENCHANTER,7HO0058,ROUND OAK RAG APPLE ELEVATION,8573585,KIMBALL-FARMS PACLAMAR ELEANOR,,,,
9HO1619,GERLOFF B-STAR CARRI-ET,7HO1897,TO-MAR BLACKSTAR-ET,13017692,GERLOFF SENECA CARI BELL,,,,
HAWK,GET-US ROCKE HAWK(11HO2108),8HO9123,WHITTIER-FARMS APOLLO ROCKE,8094251,DAYLAND ROMNDALE CAROL,,,,
8591101306,GICOMTE,8584100170,VICOMTE,0382112265,TOMBOLA,,,,
39HO0518,GILLETTE CARLTON-ET,71HO0843,TOWNSON LINDY-ET,4409135,MAEFRD STARBUCK CHRISSY,,,,
7HO2233,GILTEX DICTATION-ET,31HO0217,HILLIANA VALEDICTORIAN,9160079,STICKST IDEAL MARTHA,,,,
2391102504,GITAN,,CABOT,,URBAINE,,,,
29HO8265,GLC JORDACHE-ET,7HO1897,TO-MAR BLACKSTAR-ET,12652944,ODYSSEY GRANADA JULIP-ET,,,,
73HO0332,GLENAFTON ENHANCER,71HO7392,ROYBROOK STARLITE,2597943,GLENAFTON GINA LEA-RED,,,,
7HO0477,GLENDELL ARLINDA CHIEF,40HO2025,PAWNEE FARM ARLINDA CHIEF,6665096,GLENDELL NED BOY ADORN,,,,
11HO4832,GLEN-D-HAVEN BW HAKEEM-ET,11HO3243,MAIZEFIELD BELLWOOD-ET,14888175,GLEN-D-HAVEN MASC JODI-ET,,,,
11HO4261,GLEN-D-HAVEN LIBJABO-ET,1HO1636,HEINZ LIBERTY-ET,14320292,GLEN-D-HAVEN BLACKSTAR JENA,,,,
11HO1435,GLEN-ETT JET STREAM CHAD,9HO0107,ARLINDA JET STREAM-TWIN,7363322,GLEN-ETT KINGPIN CECILE,,,,
FB2566,GLENSTOR BRIGHTSTAR,299855,FAIRLEA ROYAL MARK,2497667,GLENSTOR FREIDA PRESIDENT,,,,
1HO4144,GLEN-TOCTIN JOHNSON-ET,7HO1897,TO-MAR BLACKSTAR-ET,12455329,SCHRADERS ENHANCER BETTY,,,,
29HO8774,GLEN-TOCTIN JUROR BETA-ET,29HO6658,KED JUROR-ET,14465291,GLEN-TOCTIN LEAD BREAHA-ET,,,,
9HO1489,GLEN-TOCTIN SLOCUM,1HO1464,BIS-MAY TRADITION CLEITUS,12631699,GLEN-TOCTIN MARK SAGE,,,,
11HO1056,GLEN-VALLEY STAR,15HO0103,PENSTATE IVANHOE STAR,6194859,GLEN VALLEY JUPITER SADIE,,,,
11HO1633,G-METCALF BELL BOB-ET,7HO0543,CARLIN-M IVANHOE BELL,9259878,SHARNY-BYRE ELEVATION DOREEN,,,,
70HO0253,G-METCALF MISTY-ET,29HO2851,S-W-D VALIANT,8986039,MITY-FINE MATT MISTY,,,,
8591101406,GOLIBRI,8587103245,COLIBRI,8585102333,AMAZONE,,,,
2081260,GRAFS SIMON BARB AUTOCRAT,21HO1287,HARMONY-CORNERS SIMON-TWIN,12304924,GRAFS CAP BARB,,,,
73HO0927,GRANDUC PEPBOY-TW,349057,ROCBY PINNACLE,3478556,GRANDUC NEPTUNE SHEIK,,,,
73HO1053,GRANDUC SATURNE-ET,73HO0431,HANOVERHILL STARBUCK,3478556,GRANDUC NEPTUNE SHEIK,,,,
367463,GRASSHILL MARDI GRAS,70HO0186,LOC-LIN-MA ELEV MARLIN,2570794,GRASSHILL STARLITE MADGE,,,,
3HO0642,GREEN-BANKS ADVENTURER,15HO0062,HILLTOP APOLLO IVANHOE,7265745,GREEN-BANKS KINGPIN CONNIE,,,,
8591102504,GREG,8589108310,ERICK,8585104213,ALTESSE,,,,
14HO0530,GRUENDALE TRIUNE SENSATION,29HO1881,PACLAMAR BOOTMAKER,7322590,GRUENDALE SENSATION PIEBE,,,,
11HO5486,GUIDED-PATH TOMAHAWK,73HO1965,STARMORE RUDOLPH-ET,15788744,NICOLA-RTH MAS LUKE TAMMY,,,,
GYUS829,GYUS829,243,OREN243,1433,GIUSA,,,,
019HF,H1/33,K.SWRNDONCE,,5,,,,,
027HF,H1/35,71HO0755,MARLU CREDO ET,20,,,,,
029HF,H10/35,39HO0213,SOUTHFORTY FIRST CHOICE,103,,,,,
030HF,H12/35,39HO0213,SOUTHFORTY FIRST CHOICE,53,,,,,
031HF,H14/35,159,,97,,,,,
032HF,H16/35,73HO0802,D&S VALIANT DOUGLAS,94,,,,,
033HF,H17/35,73HO0816,LIAS TONY OTTO ET,188,,,,,
028HF,H2/35,39HO0213,SOUTHFORTY FIRST CHOICE,47,,,,,
020HF,H34/34,39HO0250,ROCKALLI SUMMIT-ET,RD139,,,,,
021HF,H44/34,71HO0843,TOWNSON LINDY-ET,RD152,,,,,
022HF,H53/34,71HO0755,MARLU CREDO ET,RD131,,,,,
023HF,H54/34,71HO0843,TOWNSON LINDY-ET,RD127,,,,,
024HF,H56/34,73HO0816,LIAS TONY OTTO ET,73,,,,,
025HF,H62/34,73HO0776,BELFAST COMMANDO ET,148,,,,,
026HF,H65/34,71HO0755,MARLU CREDO ET,107,,,,,
52290,HABAN,,HALLER,,USSI,,,,
52983,HACK,52670/16,HORROR,8389218,ELITE,,,,
14HO2090,HA-HO CUBBY MANFRED-ET,29HO6425,OSDEL-ENDEAVOR BOVA CUBBY,13066986,HA-HO TESK MELANIE,,,,
26636,HALEF,14575,HALF,38569,HASSAN,,,,
15HO0187,HALL-A-WAY WILLIUM,1HO0115,PACLAMAR CITATION M,6680057,H & L APOLLO NELLIE,,,,
